Sample.me,ImmGen.Nomenclature,Cell.Family,Organ,Sorting.Markers,Organism.Treatment,Lab,Note,Cell.Treatment,Genetic.Variation,sample_id,Well,Owner,Batch_Number,Total_read_pairs,Uniquely_mapped_pairs,Uniquely_mapped_pct,Num_genes_over_ten,Num_genes_over_zero,TIN_mean,TIN_median,TIN_stdev,Reason
E18-5.Gut#3,MF.64+6C-6G-.E18.5.Co#3,Macrophage,Colon,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,none,Ginhoux,none,none,none,000008544769_A03,A03,Peter See,Batch36,15260831,10400211,68.15,11685,20129,61.93707749,66.14980606,18.42705677,
E18-5.Der#1,MF.64+6C-6G-.E18.5.Dr#1,Macrophage,Dermis,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,none,Ginhoux,none,none,none,000008544769_B03,B03,Peter See,Batch36,10752660,7175039,66.73,10424,17268,57.99272657,61.69863057,19.99207677,
E18-5.Der#2,MF.64+6C-6G-.E18.5.Dr#2,Macrophage,Dermis,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,none,Ginhoux,none,none,none,000008544769_C03,C03,Peter See,Batch36,12286889,8073398,65.71,10954,18591,59.2776875,63.20731543,19.12164124,
E18-5.Epi#1,MF.64+6C-6G-.E18.5.Ep#1,Macrophage,Epithelial Cell,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,none,Ginhoux,none,none,none,000008544769_D03,D03,Peter See,Batch36,11195791,7133057,63.71,10517,18034,57.85702487,61.24892717,19.73112235,
E18-5.Epi#2,MF.64+6C-6G-.E18.5.Ep#2,Macrophage,Epithelium,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,none,Ginhoux,none,none,none,000008544769_E03,E03,Peter See,Batch36,16185187,10509479,64.93,11375,17960,61.11150967,64.58578777,18.69062796,
E18-5.F.Hrt#2,MF.64+6C-6G-.E18.5.F.Ht#1,Macrophage,Heart,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,none,Ginhoux,none,none,none,000008544769_F03,F03,Peter See,Batch36,13679359,9047504,66.14,11582,21337,60.76030534,64.15736055,18.46414182,
E18-5.F.Hrt#3,MF.64+6C-6G-.E18.5.F.Ht#2,Macrophage,Heart,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,none,Ginhoux,none,none,none,000008544769_G03,G03,Peter See,Batch36,11625777,7882930,67.81,11580,20965,60.13924351,63.8465502,18.80662331,
E18-5.Kd#1,MF.64+6C-6G-.E18.5.Kd#1,Macrophage,Kidney,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,none,Ginhoux,none,none,none,000008544769_G04,G04,Peter See,Batch36,7468509,4979358,66.67,10267,20708,55.92303715,59.00414754,19.67562256,
E18-5.Kd#2,MF.64+6C-6G-.E18.5.Kd#2,Macrophage,Kidney,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,none,Ginhoux,none,none,none,000008544769_H04,H04,Peter See,Batch36,13388814,9214292,68.82,11527,16675,60.33949381,64.00996711,18.60790495,
E18-5.Lg#1,MF.64+6C-6G-.E18.5.Lu#1,Macrophage,Lung,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,none,Ginhoux,none,none,none,000008544769_B06,B06,Peter See,Batch36,15188634,10190098,67.09,13008,19784,64.99927844,69.32711961,17.19028087,Replicate Analysis
E18-5.Lg#2,MF.64+6C-6G-.E18.5.Lu#2,Macrophage,Lung,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,none,Ginhoux,none,none,none,000008544769_C06,C06,Peter See,Batch36,12828936,8326287,64.9,11525,21443,56.79783044,58.92801229,20.04841531,Replicate Analysis
E18-5.Lv#1,MF.64+6C-6G-.E18.5.Lv#1,Macrophage,Liver,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,none,Ginhoux,none,none,none,000008544769_A05,A05,Peter See,Batch36,11877871,7722735,65.02,11791,20359,58.21996641,61.3374236,19.23634024,
E18-5.Lv#2,MF.64+6C-6G-.E18.5.Lv#2,Macrophage,Liver,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,none,Ginhoux,none,none,none,000008544769_B05,B05,Peter See,Batch36,9736908,6285707,64.56,11453,20469,55.46767181,58.06615108,19.64687266,
E18-5.PL#2,MF.64+6C-6G-.E18.5.PC#1,Macrophage,Peritoneal Cavity,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,none,Ginhoux,none,none,none,000008544769_F07,F07,Peter See,Batch36,10271418,6441639,62.71,9625,20928,49.68828884,50.44021819,22.37176821,
E18-5.PL#3,MF.64+6C-6G-.E18.5.PC#2,Macrophage,Peritoneal Cavity,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,none,Ginhoux,none,none,none,000008544769_G07,G07,Peter See,Batch36,9792683,5959499,60.86,9435,19292,47.84450207,47.59113227,22.65752098,
E18-5.F.Sp#2,MF.64+6C-6G-.E18.5.Sp#1,Macrophage,Spleen,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,none,Ginhoux,none,none,none,000008544769_H07,H07,Peter See,Batch36,12765158,7846175,61.47,11704,23015,59.17791501,62.68695163,19.60258293,
E18-5.F.Sp#3,MF.64+6C-6G-.E18.5.Sp#2,Macrophage,Spleen,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,none,Ginhoux,none,none,none,000008544769_A08,A08,Peter See,Batch36,14857256,10076592,67.82,12397,22631,63.26366474,67.54353235,18.13200932,
E18-5.F.Thy#2,MF.64+6C-6G-.E18.5.Thy#1,Macrophage,Thymus,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,none,Ginhoux,none,none,none,000008544769_B08,B08,Peter See,Batch36,15652371,10925860,69.8,12640,16198,64.29694217,68.32103265,17.74577921,
E18-5.F.Thy#3,MF.64+6C-6G-.E18.5.Thy#2,Macrophage,Thymus,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,none,Ginhoux,none,none,none,000008544769_C08,C08,Peter See,Batch36,9351200,6110596,65.35,11170,18734,56.59215222,59.76331369,19.3045559,
E18-5.F.Thy#4,MF.64+6C-6G-.E18.5.Thy#3,Macrophage,Thymus,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,none,Ginhoux,none,none,none,000008544769_D08,D08,Peter See,Batch36,7255108,4638557,63.94,10631,18723,55.17664412,57.8797634,19.39611363,
NB.Kd#1,MF.64+6C-6G-.Kd.Neo#1,Macrophage,Kidney,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,none,Ginhoux,none,none,none,000008544769_H03,H03,Peter See,Batch36,8059152,5529180,68.61,10633,21550,57.7152403,61.04742597,19.50370998,
NB.Kd#2,MF.64+6C-6G-.Kd.Neo#2,Macrophage,Kidney,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,none,Ginhoux,none,none,none,000008544769_A04,A04,Peter See,Batch36,14177590,9752982,68.79,11566,20310,61.73012742,65.52304865,18.55163456,
NB.Lg#1,MF.64+6C-6G-.Lu.Neo#1,Macrophage,Lung,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,none,Ginhoux,none,none,none,000008544769_C05,C05,Peter See,Batch36,8068608,5391197,66.82,10545,18385,54.83661063,57.60626421,21.11195833,
NB.Lg#2,MF.64+6C-6G-.Lu.Neo#2,Macrophage,Lung,CD45+CD11b+F4/80+CD64+Ly6C-Ly6G-,none,Ginhoux,none,none,none,000008544769_D05,D05,Peter See,Batch36,10576388,6836865,64.64,11103,17236,57.12733849,59.95551052,19.44372799,
E14-5.F.PL#2,MF.E14.5.F.PC#1,Macrophage,Peritoneal Cavity,F4/80+CD102+,none,Ginhoux,none,none,none,000008544769_H06,H06,Peter See,Batch36,13820846,9309596,67.36,10917,18543,59.18580614,63.42232182,19.47452359,
E14-5.F.PL#3,MF.E14.5.F.PC#2,Macrophage,Peritoneal Cavity,F4/80+CD102+,none,Ginhoux,none,none,none,000008544769_A07,A07,Peter See,Batch36,12885796,8517046,66.1,10745,19320,57.26590523,60.4306943,19.82030439,
E14-5.F.PL#4,MF.E14.5.F.PC#3,Macrophage,Peritoneal Cavity,F4/80+CD102+,none,Ginhoux,none,none,none,000008544769_B07,B07,Peter See,Batch36,12459896,8171768,65.58,10673,21681,57.74194573,61.22694258,19.98152149,
E16-5.F.PL#3,MF.E16.5.PC#1,Macrophage,Peritoneal Cavity,F4/80+CD102+,none,Ginhoux,none,none,none,000008544769_F06,F06,Peter See,Batch36,16285760,10753248,66.03,11124,15835,60.71203957,64.83565733,18.93212942,
E16-5.F.PL#4,MF.E16.5.PC#2,Macrophage,Peritoneal Cavity,F4/80+CD102+,none,Ginhoux,none,none,none,000008544769_G06,G06,Peter See,Batch36,16305629,10823492,66.38,11255,16106,59.87375457,63.88000704,19.25402411,
E18-5.F.PL#1,MF.E18.5.F.PC#1,Macrophage,Peritoneal Cavity,F4/80+CD102+,none,Ginhoux,none,none,none,000008544769_C07,C07,Peter See,Batch36,16048824,10719272,66.79,11157,20614,58.5631905,61.96494225,19.99708315,
E18-5.F.PL#3,MF.E18.5.F.PC#2,Macrophage,Peritoneal Cavity,F4/80+CD102+,none,Ginhoux,none,none,none,000008544769_D07,D07,Peter See,Batch36,11501274,7221443,62.79,10241,21635,54.24803224,56.69590725,20.38442703,
E18-5.F.PL#4,MF.E18.5.F.PC#3,Macrophage,Peritoneal Cavity,F4/80+CD102+,none,Ginhoux,none,none,none,000008544769_E07,E07,Peter See,Batch36,18380547,12222583,66.5,11636,22772,61.57197293,65.54452914,18.48827232,
MF.8wk.M.PC#1,MF.PC#37,Macrophage,Peritoneal Cavity,CD102+F4/80+,Sort the macrophages after replating D6EBs  in methylcellulose,Ginhoux,none,none,none,000008550869_C03,C03,Regine Dress,Batch42,17105464,12252912,71.63,11711,18607,65.76348885,70.65567916,18.69122298,
MF.8wk.M.PC#2,MF.PC#38,Macrophage,Peritoneal Cavity,CD102+F4/80+,Sort the macrophages after replating D6EBs  in methylcellulose,Ginhoux,none,none,none,000008550869_D03,D03,Regine Dress,Batch42,10796558,7589081,70.29,10870,16845,62.08173878,66.93603059,20.27310531,
NB.F.PL#1,MF.PC.F.Neo#1,Macrophage,Peritoneal Cavity,F4/80+CD102+,none,Ginhoux,none,none,none,000008544769_D06,D06,Peter See,Batch36,7655322,4920226,64.27,9749,20019,52.33175812,54.45372103,21.24192606,
NB.F.PL#2,MF.PC.F.Neo#2,Macrophage,Peritoneal Cavity,F4/80+CD102+,none,Ginhoux,none,none,none,000008544769_E06,E06,Peter See,Batch36,15523676,10211900,65.78,11070,18367,60.48128478,64.77950804,19.16976911,
DC.cDC1.LV#1,DC.cDC1.XCR1+.Lv#1,Dendritic Cell,Liver,CD45+ XCR1+ CD11c+ MHCII+,none,Guilliams,none,pre-enrichment with Magnisort negative selection,none,000008527969_E01,E01,Charlotte Scott,Batch27,12799442,8782810,68.62,11226,18250,59.08259784,62.8130094,19.35242066,
DC.cDC1.LV#2,DC.cDC1.XCR1+.Lv#2,Dendritic Cell,Liver,CD45+ XCR1+ CD11c+ MHCII+,none,Guilliams,none,pre-enrichment with Magnisort negative selection,none,000008527969_F01,F01,Charlotte Scott,Batch27,12132181,8364837,68.95,11144,18322,59.06264314,62.95553043,19.5610465,
DC.cDC1.LV#3,DC.cDC1.XCR1+.Lv#3,Dendritic Cell,Liver,CD45+ XCR1+ CD11c+ MHCII+,none,Guilliams,none,pre-enrichment with Magnisort negative selection,none,000008527969_G01,G01,Charlotte Scott,Batch27,14504054,9930722,68.47,11512,20329,61.18881697,65.55466324,19.0784561,
DC.cDC1.LV#4,DC.cDC1.XCR1+.Lv#4,Dendritic Cell,Liver,CD45+ XCR1+ CD11c+ MHCII+,none,Guilliams,none,pre-enrichment with Magnisort negative selection,none,000008527969_H01,H01,Charlotte Scott,Batch27,768173,335225,43.64,1328,,13.90432542,7.468490419,16.56218264,Total read pairs (<2million)
DC.cDC2.LV#1,DC.cDC2.172a+.Lv#1,Dendritic Cell,Liver,CD45+ CD172a+ CD11c+ MHCII+,none,Guilliams,none,pre-enrichment with Magnisort negative selection,none,000008527969_A02,A02,Charlotte Scott,Batch27,11247045,7756503,68.96,11460,18603,59.05221683,62.97380066,19.57716872,
DC.cDC2.LV#2,DC.cDC2.172a+.Lv#2,Dendritic Cell,Liver,CD45+ CD172a+ CD11c+ MHCII+,none,Guilliams,none,pre-enrichment with Magnisort negative selection,none,000008527969_B02,B02,Charlotte Scott,Batch27,8286537,5551698,67,10700,17668,54.67369958,57.99780043,19.98228358,
DC.cDC2.LV#3,DC.cDC2.172a+.Lv#3,Dendritic Cell,Liver,CD45+ CD172a+ CD11c+ MHCII+,none,Guilliams,none,pre-enrichment with Magnisort negative selection,none,000008527969_C02,C02,Charlotte Scott,Batch27,9369670,6390187,68.2,11103,19216,56.47299355,59.82015918,19.78306797,
DC.cDC2.LV#4,DC.cDC2.172a+.Lv#4,Dendritic Cell,Liver,CD45+ CD172a+ CD11c+ MHCII+,none,Guilliams,none,pre-enrichment with Magnisort negative selection,none,000008527969_D02,D02,Charlotte Scott,Batch27,6000999,3709907,61.82,10223,18197,52.23410534,54.67891339,19.96886144,
DC.pDC.LV#1,DC.pDC.120g8+11cint+6C+.Lv#1,Dendritic Cell,Liver,120g8+ CD11c(int) Ly6C+ MHCII+,none,Guilliams,none,pre-enrichment with Magnisort negative selection,none,000008527969_E02,E02,Charlotte Scott,Batch27,12634154,8891295,70.38,11490,17724,61.01898317,64.94140804,18.48984089,
DC.pDC.LV#2,DC.pDC.120g8+11cint+6C+.Lv#2,Dendritic Cell,Liver,120g8+ CD11c(int) Ly6C+ MHCII+,none,Guilliams,none,pre-enrichment with Magnisort negative selection,none,000008527969_F02,F02,Charlotte Scott,Batch27,13824144,9742059,70.47,11719,19126,61.77590687,65.84904937,18.50315831,
DC.pDC.LV#3,DC.pDC.120g8+11cint+6C+.Lv#3,Dendritic Cell,Liver,120g8+ CD11c(int) Ly6C+ MHCII+,none,Guilliams,none,pre-enrichment with Magnisort negative selection,none,000008527969_G02,G02,Charlotte Scott,Batch27,10136416,7052334,69.57,11326,22641,58.70466001,62.93776791,19.32745,
DC.pDC.LV#4,DC.pDC.120g8+11cint+6C+.Lv#4,Dendritic Cell,Liver,120g8+ CD11c(int) Ly6C+ MHCII+,none,Guilliams,none,pre-enrichment with Magnisort negative selection,none,000008527969_H02,H02,Charlotte Scott,Batch27,10094644,6333122,62.74,11106,23043,53.60532172,55.56137504,20.97216995,
MF.KC.APAP.12h.LV#1,MF.KC.Clec4F+Tim4+64+.APAP.12h.Lv#1,Macrophage,Liver,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Starved Overnight,Guilliams,none,none,none,000008527969_G03,G03,Charlotte Scott,Batch27,13649928,9339811,68.42,11795,18264,60.70416855,64.67473269,18.21350681,
MF.KC.APAP.12h.LV#2,MF.KC.Clec4F+Tim4+64+.APAP.12h.Lv#2,Macrophage,Liver,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Starved Overnight,Guilliams,none,none,none,000008527969_H03,H03,Charlotte Scott,Batch27,10886522,7744587,71.14,11361,18149,58.9301178,62.09073915,18.4802362,
MF.KC.APAP.12h.LV#3,MF.KC.Clec4F+Tim4+64+.APAP.12h.Lv#3,Macrophage,Liver,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Starved Overnight,Guilliams,none,none,none,000008527969_A04,A04,Charlotte Scott,Batch27,8036591,3225655,40.14,8984,19157,41.23869047,40.71583914,20.30549217,TIN Median <45
MF.KC.APAP.12h.LV#4,MF.KC.Clec4F+Tim4+64+.APAP.12h.Lv#4,Macrophage,Liver,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Starved Overnight,Guilliams,none,none,none,000008527969_B04,B04,Charlotte Scott,Batch27,11556350,8146022,70.49,11495,17788,60.00896909,63.81591729,18.74184161,
MF.KC.APAP.36h.LV#1,MF.KC.Clec4F+Tim4+64+.APAP.36h.Lv#1,Macrophage,Liver,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Starved Overnight,Guilliams,none,none,none,000008527969_C04,C04,Charlotte Scott,Batch27,13531928,9239534,68.28,11558,17701,63.49092275,68.62335137,18.65570304,
MF.KC.APAP.36h.LV#2,MF.KC.Clec4F+Tim4+64+.APAP.36h.Lv#2,Macrophage,Liver,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Starved Overnight,Guilliams,none,none,none,000008527969_D04,D04,Charlotte Scott,Batch27,9365910,6101829,65.15,11266,17789,59.28032277,63.3818265,18.95464305,
MF.KC.APAP.36h.LV#3,MF.KC.Clec4F+Tim4+64+.APAP.36h.Lv#3,Macrophage,Liver,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Starved Overnight,Guilliams,none,none,none,000008527969_E04,E04,Charlotte Scott,Batch27,11175622,7199450,64.42,11279,17569,61.20339077,65.70730687,18.72242295,
MF.KC.APAP.36h.LV#4,MF.KC.Clec4F+Tim4+64+.APAP.36h.Lv#4,Macrophage,Liver,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Starved Overnight,Guilliams,none,none,none,000008527969_F04,F04,Charlotte Scott,Batch27,14085819,9724565,69.04,11835,18069,63.50154247,68.24441383,18.33704811,
MF.KC.LV#1,MF.KC.Clec4F+Tim4+64+.Lv#1,Macrophage,Liver,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,none,Guilliams,none,none,none,000008527969_A01,A01,Charlotte Scott,Batch27,1770329,880255,49.72,4921,,19.60704972,13.18221763,18.19788617,Total read pairs (<2million)
MF.KC.LV#2,MF.KC.Clec4F+Tim4+64+.Lv#2,Macrophage,Liver,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,none,Guilliams,none,none,none,000008527969_B01,B01,Charlotte Scott,Batch27,13051757,9435156,72.29,12103,18421,60.67894077,64.55368662,18.55089891,
MF.KC.LV#3,MF.KC.Clec4F+Tim4+64+.Lv#3,Macrophage,Liver,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,none,Guilliams,none,none,none,000008527969_C01,C01,Charlotte Scott,Batch27,14388804,10174571,70.71,11985,18274,61.63778676,65.97703734,18.5417753,
MF.KC.LV#4,MF.KC.Clec4F+Tim4+64+.Lv#4,Macrophage,Liver,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,none,Guilliams,none,none,none,000008527969_D01,D01,Charlotte Scott,Batch27,7397292,5137424,69.45,10585,16655,54.86884998,58.55031823,19.97460091,
MF.KC.Neo.LV#1,MF.KC.Clec4F+Tim4+64+.Lv.Neo#1,Macrophage,Liver,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,none,Guilliams,none,none,none,000008527969_A03,A03,Charlotte Scott,Batch27,12453644,8263720,66.36,12026,20506,59.88313419,63.73258708,18.85592455,Contamination Analysis
MF.KC.Neo.LV#2,MF.KC.Clec4F+Tim4+64+.Lv.Neo#2,Macrophage,Liver,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,none,Guilliams,none,none,none,000008527969_B03,B03,Charlotte Scott,Batch27,13784145,8398608,60.93,11812,20129,58.56913675,62.12894641,18.90623715,Contamination Analysis
MF.KC.APAP.PBS.LV#1,MF.KC.Clec4F+Tim4+64+.PBS.Lv#1,Macrophage,Liver,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Starved Overnight,Guilliams,none,none,none,000008527969_C03,C03,Charlotte Scott,Batch27,14777204,10177746,68.87,12242,18953,62.55272915,66.80667238,17.90653077,
MF.KC.APAP.PBS.LV#2,MF.KC.Clec4F+Tim4+64+.PBS.Lv#2,Macrophage,Liver,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Starved Overnight,Guilliams,none,none,none,000008527969_D03,D03,Charlotte Scott,Batch27,9384664,6048203,64.45,11333,18420,58.04413802,61.99381538,19.02122759,
MF.KC.APAP.PBS.LV#3,MF.KC.Clec4F+Tim4+64+.PBS.Lv#3,Macrophage,Liver,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Starved Overnight,Guilliams,none,none,none,000008527969_E03,E03,Charlotte Scott,Batch27,16845395,10837295,64.33,12356,19034,63.07046117,67.14139439,17.52906958,
MF.KC.APAP.PBS.LV#4,MF.KC.Clec4F+Tim4+64+.PBS.Lv#4,Macrophage,Liver,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Starved Overnight,Guilliams,none,none,none,000008527969_F03,F03,Charlotte Scott,Batch27,15388177,10230482,66.48,12278,19073,63.00389197,67.30015907,17.92431841,
Mo.Ly6ChiCD11b+.APAP.12h.LV#1,Mo.6Chi11b+.APAP.12h.Lv#1,Monocyte,Liver,Ly6Chi CD11b+ CD45+,Starved Overnight,Guilliams,none,none,none,000008527969_C05,C05,Charlotte Scott,Batch27,10640785,7045542,66.21,10697,16703,59.39216049,63.85196687,19.36140192,
Mo.Ly6ChiCD11b+.APAP.12h.LV#2,Mo.6Chi11b+.APAP.12h.Lv#2,Monocyte,Liver,Ly6Chi CD11b+ CD45+,Starved Overnight,Guilliams,none,none,none,000008527969_D05,D05,Charlotte Scott,Batch27,8084269,4977067,61.56,9929,15757,57.64036973,61.58844887,20.0996199,
Mo.Ly6ChiCD11b+.APAP.12h.LV#3,Mo.6Chi11b+.APAP.12h.Lv#3,Monocyte,Liver,Ly6Chi CD11b+ CD45+,Starved Overnight,Guilliams,none,none,none,000008527969_E05,E05,Charlotte Scott,Batch27,9534024,6348830,66.59,10516,17326,58.93097363,63.29082051,19.75315217,
Mo.Ly6ChiCD11b+.APAP.12h.LV#4,Mo.6Chi11b+.APAP.12h.Lv#4,Monocyte,Liver,Ly6Chi CD11b+ CD45+,Starved Overnight,Guilliams,none,none,none,000008527969_F05,F05,Charlotte Scott,Batch27,16805073,11212401,66.72,11386,18088,64.00667517,68.83131982,18.59136146,
Mo.Ly6ChiCD11b+.APAP.36h.LV#1,Mo.6Chi11b+.APAP.36h.Lv#1,Monocyte,Liver,Ly6Chi CD11b+ CD45+,Starved Overnight,Guilliams,none,none,none,000008527969_G05,G05,Charlotte Scott,Batch27,13512803,9480449,70.16,11004,16749,62.12392544,66.384445,18.86511826,
Mo.Ly6ChiCD11b+.APAP.36h.LV#2,Mo.6Chi11b+.APAP.36h.Lv#2,Monocyte,Liver,Ly6Chi CD11b+ CD45+,Starved Overnight,Guilliams,none,none,none,000008527969_H05,H05,Charlotte Scott,Batch27,10513493,7428277,70.65,10806,16843,59.34297869,63.17713459,19.6364605,
Mo.Ly6ChiCD11b+.APAP.36h.LV#3,Mo.6Chi11b+.APAP.36h.Lv#3,Monocyte,Liver,Ly6Chi CD11b+ CD45+,Starved Overnight,Guilliams,none,none,none,000008527969_A06,A06,Charlotte Scott,Batch27,9900849,6740813,68.08,10627,17153,59.5478492,63.2616728,19.07102273,
Mo.Ly6ChiCD11b+.APAP.36h.LV#4,Mo.6Chi11b+.APAP.36h.Lv#4,Monocyte,Liver,Ly6Chi CD11b+ CD45+,Starved Overnight,Guilliams,none,none,none,000008527969_B06,B06,Charlotte Scott,Batch27,12292469,8384437,68.21,10758,17037,61.04624448,65.32466673,19.04222093,
Mo.Ly6ChiCD11b+.APAP.PBS.LV#1,Mo.6Chi11b+.PBS.Lv#1,Monocyte,Liver,Ly6Chi CD11b+ CD45+,Starved Overnight,Guilliams,none,none,none,000008527969_G04,G04,Charlotte Scott,Batch27,6750735,4258250,63.08,10092,16788,54.74662654,57.92029026,20.06138719,
Mo.Ly6ChiCD11b+.APAP.PBS.LV#2,Mo.6Chi11b+.PBS.Lv#2,Monocyte,Liver,Ly6Chi CD11b+ CD45+,Starved Overnight,Guilliams,none,none,none,000008527969_H04,H04,Charlotte Scott,Batch27,10161298,7064417,69.52,11089,18441,59.27755614,63.15109872,19.26688314,
Mo.Ly6ChiCD11b+.APAP.PBS.LV#3,Mo.6Chi11b+.PBS.Lv#3,Monocyte,Liver,Ly6Chi CD11b+ CD45+,Starved Overnight,Guilliams,none,none,none,000008527969_A05,A05,Charlotte Scott,Batch27,8890467,6113230,68.76,10805,17924,57.70918622,61.94464919,19.84954626,
Mo.Ly6ChiCD11b+.APAP.PBS.LV#4,Mo.6Chi11b+.PBS.Lv#4,Monocyte,Liver,Ly6Chi CD11b+ CD45+,Starved Overnight,Guilliams,none,none,none,000008527969_B05,B05,Charlotte Scott,Batch27,14364164,9101907,63.37,11704,18074,60.77902592,64.88932164,18.92520868,
Mo.Ly6CintCD11cint.APAP.36h.LV#1,Mo.6Cint11cint.APAP.36h.Lv#1,Monocyte,Liver,Ly6Cint CD11b+ CD11cint CD45+,Starved Overnight,Guilliams,none,none,none,000008527969_C06,C06,Charlotte Scott,Batch27,11083086,7582463,68.41,10861,16563,60.67655549,65.09146027,19.11665102,
Mo.Ly6CintCD11cint.APAP.36h.LV#2,Mo.6Cint11cint.APAP.36h.Lv#2,Monocyte,Liver,Ly6Cint CD11b+ CD11cint CD45+,Starved Overnight,Guilliams,none,none,none,000008527969_D06,D06,Charlotte Scott,Batch27,6034035,4009124,66.44,10137,15918,56.94171307,60.57857263,19.87797368,
Mo.Ly6CintCD11cint.APAP.36h.LV#3,Mo.6Cint11cint.APAP.36h.Lv#3,Monocyte,Liver,Ly6Cint CD11b+ CD11cint CD45+,Starved Overnight,Guilliams,none,none,none,000008527969_E06,E06,Charlotte Scott,Batch27,14851374,9706840,65.36,11551,18057,64.60201362,69.39585141,17.77649165,
Mo.Ly6CintCD11cint.APAP.36h.LV#4,Mo.6Cint11cint.APAP.36h.Lv#4,Monocyte,Liver,Ly6Cint CD11b+ CD11cint CD45+,Starved Overnight,Guilliams,none,none,none,000008527969_F06,F06,Charlotte Scott,Batch27,13920832,9409932,67.6,11337,17896,63.79748158,68.45116647,17.99985536,
DC.CD11b+.Lu#1,DC.64-.BAL#1,Dendritic Cell,Lung,"CD11c+	 MHCII+	 CD64-	 CD11b+",none,Jakubzick,none,none,none,000008530769_C01,C01,Sophie Gibbings,Batch29,364748,64553,17.7,130,,6.994458204,0,13.87441814,Total read pairs (<2million)
DC.CD11b+.Lu#2,DC.64-.BAL#2,Dendritic Cell,Lung,"CD11c+	 MHCII+	 CD64-	 CD11b+",none,Jakubzick,none,none,none,000008530769_D01,D01,Sophie Gibbings,Batch29,9659279,6136648,63.53,10830,19759,55.08219877,58.16239235,19.59997322,Single replicate
DC.CD103+.Lu#1,DC.64-103+.BAL#1,Dendritic Cell,Lung,"CD11c+	 MHCII+	 CD64-	 CD103+",none,Jakubzick,none,none,none,000008530769_A01,A01,Sophie Gibbings,Batch29,2169136,870122,40.11,4286,,17.81483872,12.05836842,17.49201768,Num_genes>10 reads(<8000)
DC.CD103+.Lu#2,DC.64-103+.BAL#2,Dendritic Cell,Lung,"CD11c+	 MHCII+	 CD64-	 CD103+",none,Jakubzick,none,none,none,000008530769_B01,B01,Sophie Gibbings,Batch29,16367399,9092199,55.55,11445,18622,58.14386406,61.28546313,19.96487196,Single replicate
MF.AM.BAL#1,MF.11c+SigF+.BAL#1,Macrophage,Lung,"F4/80+	 CD11c+	 Siglec F+",none,Jakubzick,none,none,none,000008530769_E01,E01,Sophie Gibbings,Batch29,17420783,10782319,61.89,11323,19214,61.02454877,64.61963137,19.11456373,
MF.AM.BAL#2,MF.11c+SigF+.BAL#2,Macrophage,Lung,"F4/80+	 CD11c+	 Siglec F+",none,Jakubzick,none,none,none,000008530769_F01,F01,Sophie Gibbings,Batch29,17709363,10606114,59.89,11121,20944,59.78807634,63.47056553,19.74359444,
MF.AMLPSd3.BAL#1,MF.11c+SigF+.LPS.d3.BAL#1,Macrophage,Lung,"F4/80+	 CD11c+	 Siglec F+",IN. 2ug LPS 3 days,Jakubzick,none,none,none,000008530769_G01,G01,Sophie Gibbings,Batch29,19451881,11892901,61.14,11451,20820,60.7345298,64.58310517,19.50943331,Single replicate
