SampleName,ImmGen.Nomenclature,Population,Cell.Family,Organ,Sorting.Markers,Lab,Note,sample.id,Well,Owner,Batch,Total.read.pairs,Uniquely.mapped.pairs,Uniquely.mapped.pct,Num.genes.over.ten,Num.genes.over.zero,TIN.mean,TIN.median,TIN.stdev
MF.KC.APAP.36h.LV#1,MF.KC.Clec4FpTim4p64p.APAP.36h.Lv.1,MF.KC.Clec4FpTim4p64p.APAP.36h.Lv,Macrophage,Liver,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Guilliams,none,000008527969_C04,C04,Charlotte Scott,27,13531928,9239534,68.28,11558,17701,63.49092275,68.62335137,18.65570304
MF.KC.APAP.36h.LV#2,MF.KC.Clec4FpTim4p64p.APAP.36h.Lv.2,MF.KC.Clec4FpTim4p64p.APAP.36h.Lv,Macrophage,Liver,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Guilliams,none,000008527969_D04,D04,Charlotte Scott,27,9365910,6101829,65.15,11266,17789,59.28032277,63.3818265,18.95464305
MF.KC.APAP.36h.LV#3,MF.KC.Clec4FpTim4p64p.APAP.36h.Lv.3,MF.KC.Clec4FpTim4p64p.APAP.36h.Lv,Macrophage,Liver,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Guilliams,none,000008527969_E04,E04,Charlotte Scott,27,11175622,7199450,64.42,11279,17569,61.20339077,65.70730687,18.72242295
MF.KC.APAP.36h.LV#4,MF.KC.Clec4FpTim4p64p.APAP.36h.Lv.4,MF.KC.Clec4FpTim4p64p.APAP.36h.Lv,Macrophage,Liver,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Guilliams,none,000008527969_F04,F04,Charlotte Scott,27,14085819,9724565,69.04,11835,18069,63.50154247,68.24441383,18.33704811
MF.KC.LV#2,MF.KC.Clec4FpTim4p64p.Lv.2,MF.KC.Clec4FpTim4p64p.Lv,Macrophage,Liver,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Guilliams,none,000008527969_B01,B01,Charlotte Scott,27,13051757,9435156,72.29,12103,18421,60.67894077,64.55368662,18.55089891
MF.KC.LV#3,MF.KC.Clec4FpTim4p64p.Lv.3,MF.KC.Clec4FpTim4p64p.Lv,Macrophage,Liver,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Guilliams,none,000008527969_C01,C01,Charlotte Scott,27,14388804,10174571,70.71,11985,18274,61.63778676,65.97703734,18.5417753
MF.KC.LV#4,MF.KC.Clec4FpTim4p64p.Lv.4,MF.KC.Clec4FpTim4p64p.Lv,Macrophage,Liver,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Guilliams,none,000008527969_D01,D01,Charlotte Scott,27,7397292,5137424,69.45,10585,16655,54.86884998,58.55031823,19.97460091
MF.KC.APAP.PBS.LV#1,MF.KC.Clec4FpTim4p64p.PBS.Lv.1,MF.KC.Clec4FpTim4p64p.PBS.Lv,Macrophage,Liver,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Guilliams,none,000008527969_C03,C03,Charlotte Scott,27,14777204,10177746,68.87,12242,18953,62.55272915,66.80667238,17.90653077
MF.KC.APAP.PBS.LV#2,MF.KC.Clec4FpTim4p64p.PBS.Lv.2,MF.KC.Clec4FpTim4p64p.PBS.Lv,Macrophage,Liver,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Guilliams,none,000008527969_D03,D03,Charlotte Scott,27,9384664,6048203,64.45,11333,18420,58.04413802,61.99381538,19.02122759
MF.KC.APAP.PBS.LV#3,MF.KC.Clec4FpTim4p64p.PBS.Lv.3,MF.KC.Clec4FpTim4p64p.PBS.Lv,Macrophage,Liver,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Guilliams,none,000008527969_E03,E03,Charlotte Scott,27,16845395,10837295,64.33,12356,19034,63.07046117,67.14139439,17.52906958
MF.KC.APAP.PBS.LV#4,MF.KC.Clec4FpTim4p64p.PBS.Lv.4,MF.KC.Clec4FpTim4p64p.PBS.Lv,Macrophage,Liver,Clec4F+ Tim4+ CD45+ F4/80+ CD64+,Guilliams,none,000008527969_F03,F03,Charlotte Scott,27,15388177,10230482,66.48,12278,19073,63.00389197,67.30015907,17.92431841
Mo.Ly6ChiCD11b+.APAP.12h.LV#1,Mo.6Chi11bp.APAP.12h.Lv.1,Mo.6Chi11bp.APAP.12h.Lv,Monocyte,Liver,Ly6Chi CD11b+ CD45+,Guilliams,none,000008527969_C05,C05,Charlotte Scott,27,10640785,7045542,66.21,10697,16703,59.39216049,63.85196687,19.36140192
Mo.Ly6ChiCD11b+.APAP.12h.LV#2,Mo.6Chi11bp.APAP.12h.Lv.2,Mo.6Chi11bp.APAP.12h.Lv,Monocyte,Liver,Ly6Chi CD11b+ CD45+,Guilliams,none,000008527969_D05,D05,Charlotte Scott,27,8084269,4977067,61.56,9929,15757,57.64036973,61.58844887,20.0996199
Mo.Ly6ChiCD11b+.APAP.12h.LV#3,Mo.6Chi11bp.APAP.12h.Lv.3,Mo.6Chi11bp.APAP.12h.Lv,Monocyte,Liver,Ly6Chi CD11b+ CD45+,Guilliams,none,000008527969_E05,E05,Charlotte Scott,27,9534024,6348830,66.59,10516,17326,58.93097363,63.29082051,19.75315217
Mo.Ly6ChiCD11b+.APAP.12h.LV#4,Mo.6Chi11bp.APAP.12h.Lv.4,Mo.6Chi11bp.APAP.12h.Lv,Monocyte,Liver,Ly6Chi CD11b+ CD45+,Guilliams,none,000008527969_F05,F05,Charlotte Scott,27,16805073,11212401,66.72,11386,18088,64.00667517,68.83131982,18.59136146
Mo.Ly6ChiCD11b+.APAP.36h.LV#1,Mo.6Chi11bp.APAP.36h.Lv.1,Mo.6Chi11bp.APAP.36h.Lv,Monocyte,Liver,Ly6Chi CD11b+ CD45+,Guilliams,none,000008527969_G05,G05,Charlotte Scott,27,13512803,9480449,70.16,11004,16749,62.12392544,66.384445,18.86511826
Mo.Ly6ChiCD11b+.APAP.36h.LV#2,Mo.6Chi11bp.APAP.36h.Lv.2,Mo.6Chi11bp.APAP.36h.Lv,Monocyte,Liver,Ly6Chi CD11b+ CD45+,Guilliams,none,000008527969_H05,H05,Charlotte Scott,27,10513493,7428277,70.65,10806,16843,59.34297869,63.17713459,19.6364605
Mo.Ly6ChiCD11b+.APAP.36h.LV#3,Mo.6Chi11bp.APAP.36h.Lv.3,Mo.6Chi11bp.APAP.36h.Lv,Monocyte,Liver,Ly6Chi CD11b+ CD45+,Guilliams,none,000008527969_A06,A06,Charlotte Scott,27,9900849,6740813,68.08,10627,17153,59.5478492,63.2616728,19.07102273
Mo.Ly6ChiCD11b+.APAP.36h.LV#4,Mo.6Chi11bp.APAP.36h.Lv.4,Mo.6Chi11bp.APAP.36h.Lv,Monocyte,Liver,Ly6Chi CD11b+ CD45+,Guilliams,none,000008527969_B06,B06,Charlotte Scott,27,12292469,8384437,68.21,10758,17037,61.04624448,65.32466673,19.04222093
Mo.Ly6ChiCD11b+.APAP.PBS.LV#1,Mo.6Chi11bp.PBS.Lv.1,Mo.6Chi11bp.PBS.Lv,Monocyte,Liver,Ly6Chi CD11b+ CD45+,Guilliams,none,000008527969_G04,G04,Charlotte Scott,27,6750735,4258250,63.08,10092,16788,54.74662654,57.92029026,20.06138719
Mo.Ly6ChiCD11b+.APAP.PBS.LV#2,Mo.6Chi11bp.PBS.Lv.2,Mo.6Chi11bp.PBS.Lv,Monocyte,Liver,Ly6Chi CD11b+ CD45+,Guilliams,none,000008527969_H04,H04,Charlotte Scott,27,10161298,7064417,69.52,11089,18441,59.27755614,63.15109872,19.26688314
Mo.Ly6ChiCD11b+.APAP.PBS.LV#3,Mo.6Chi11bp.PBS.Lv.3,Mo.6Chi11bp.PBS.Lv,Monocyte,Liver,Ly6Chi CD11b+ CD45+,Guilliams,none,000008527969_A05,A05,Charlotte Scott,27,8890467,6113230,68.76,10805,17924,57.70918622,61.94464919,19.84954626
Mo.Ly6ChiCD11b+.APAP.PBS.LV#4,Mo.6Chi11bp.PBS.Lv.4,Mo.6Chi11bp.PBS.Lv,Monocyte,Liver,Ly6Chi CD11b+ CD45+,Guilliams,none,000008527969_B05,B05,Charlotte Scott,27,14364164,9101907,63.37,11704,18074,60.77902592,64.88932164,18.92520868
Mo.Ly6CintCD11cint.APAP.36h.LV#1,Mo.6Cint11cint.APAP.36h.Lv.1,Mo.6Cint11cint.APAP.36h.Lv,Monocyte,Liver,Ly6Cint CD11b+ CD11cint CD45+,Guilliams,none,000008527969_C06,C06,Charlotte Scott,27,11083086,7582463,68.41,10861,16563,60.67655549,65.09146027,19.11665102
Mo.Ly6CintCD11cint.APAP.36h.LV#2,Mo.6Cint11cint.APAP.36h.Lv.2,Mo.6Cint11cint.APAP.36h.Lv,Monocyte,Liver,Ly6Cint CD11b+ CD11cint CD45+,Guilliams,none,000008527969_D06,D06,Charlotte Scott,27,6034035,4009124,66.44,10137,15918,56.94171307,60.57857263,19.87797368
Mo.Ly6CintCD11cint.APAP.36h.LV#3,Mo.6Cint11cint.APAP.36h.Lv.3,Mo.6Cint11cint.APAP.36h.Lv,Monocyte,Liver,Ly6Cint CD11b+ CD11cint CD45+,Guilliams,none,000008527969_E06,E06,Charlotte Scott,27,14851374,9706840,65.36,11551,18057,64.60201362,69.39585141,17.77649165
Mo.Ly6CintCD11cint.APAP.36h.LV#4,Mo.6Cint11cint.APAP.36h.Lv.4,Mo.6Cint11cint.APAP.36h.Lv,Monocyte,Liver,Ly6Cint CD11b+ CD11cint CD45+,Guilliams,none,000008527969_F06,F06,Charlotte Scott,27,13920832,9409932,67.6,11337,17896,63.79748158,68.45116647,17.99985536
MF.AM.BAL#1,MF.11cpSigFp.BAL.1,MF.11cpSigFp.BAL,Macrophage,Lung,"F4/80+	 CD11c+	 Siglec F+",Jakubzick,none,000008530769_E01,E01,Sophie Gibbings,29,17420783,10782319,61.89,11323,19214,61.02454877,64.61963137,19.11456373
MF.AM.BAL#2,MF.11cpSigFp.BAL.2,MF.11cpSigFp.BAL,Macrophage,Lung,"F4/80+	 CD11c+	 Siglec F+",Jakubzick,none,000008530769_F01,F01,Sophie Gibbings,29,17709363,10606114,59.89,11121,20944,59.78807634,63.47056553,19.74359444
MF.AMLPSd6.BAL#1,MF.11cpSigFp.LPS.d6.BAL.1,MF.11cpSigFp.LPS.d6.BAL,Macrophage,Lung,"F4/80+	 CD11c+	 Siglec F+",Jakubzick,none,000008530769_A02,A02,Sophie Gibbings,29,17573986,10681039,60.78,11229,18301,64.09114873,68.66181035,18.81548995
MF.AMLPSd6.BAL#2,MF.11cpSigFp.LPS.d6.BAL.2,MF.11cpSigFp.LPS.d6.BAL,Macrophage,Lung,"F4/80+	 CD11c+	 Siglec F+",Jakubzick,none,000008530769_B02,B02,Sophie Gibbings,29,13839472,8863135,64.04,10963,18932,61.10089817,65.28515431,19.1452835
MF.CD206+MHCII-LPSd3.Lu#1,MF.64p6Cn206pIIn.LPS.d3.Lu.1,MF.64p6Cn206pIIn.LPS.d3.Lu,Macrophage,Lung,"CD11b+	 CD64+	 Ly6C-	 CD206+	 MHCII-",Jakubzick,none,000008530769_A04,A04,Sophie Gibbings,29,11348607,7491157,66.01,11293,20250,57.37437295,60.66062544,19.26663714
MF.CD206+MHCII-LPSd3.Lu#2,MF.64p6Cn206pIIn.LPS.d3.Lu.2,MF.64p6Cn206pIIn.LPS.d3.Lu,Macrophage,Lung,"CD11b+	 CD64+	 Ly6C-	 CD206+	 MHCII-",Jakubzick,none,000008530769_B04,B04,Sophie Gibbings,29,10450575,6849983,65.55,11140,21354,55.50993169,58.38885543,19.6308634
MF.CD206+MHCII-LPSd6.Lu#1,MF.64p6Cn206pIIn.LPS.d6.Lu.1,MF.64p6Cn206pIIn.LPS.d6.Lu,Macrophage,Lung,"CD11b+	 CD64+	 Ly6C-	 CD206+	 MHCII-",Jakubzick,none,000008530769_C04,C04,Sophie Gibbings,29,14380153,9633625,66.99,12122,23366,60.97842664,64.7936533,18.0178816
MF.CD206+MHCII-LPSd6.Lu#2,MF.64p6Cn206pIIn.LPS.d6.Lu.2,MF.64p6Cn206pIIn.LPS.d6.Lu,Macrophage,Lung,"CD11b+	 CD64+	 Ly6C-	 CD206+	 MHCII-",Jakubzick,none,000008530769_D04,D04,Sophie Gibbings,29,7749225,4819154,62.19,10612,22429,51.56433515,53.54489643,19.40537236
MF.CD206+MHCII-.Lu#1,MF.64p6Cn206pIIn.Lu.1,MF.64p6Cn206pIIn.Lu,Macrophage,Lung,"CD11b+	 CD64+	 Ly6C-	 CD206+	 MHCII-",Jakubzick,none,000008530769_G03,G03,Sophie Gibbings,29,18028535,12025028,66.7,12581,23435,62.90802654,66.90995474,17.70784161
MF.CD206+MHCII-.Lu#2,MF.64p6Cn206pIIn.Lu.2,MF.64p6Cn206pIIn.Lu,Macrophage,Lung,"CD11b+	 CD64+	 Ly6C-	 CD206+	 MHCII-",Jakubzick,none,000008530769_H03,H03,Sophie Gibbings,29,13445971,9091460,67.61,11936,22716,60.57835978,64.32324425,18.8705303
MF.CD206+MHCII+LPSd3.Lu#1,MF.64p6Cn206pIIp.LPS.d3.Lu.1,MF.64p6Cn206pIIp.LPS.d3.Lu,Macrophage,Lung,"CD11b+	 CD64+	 Ly6C-	 CD206+	 MHCII+",Jakubzick,none,000008530769_G04,G04,Sophie Gibbings,29,5460961,3546838,64.95,9799,18505,49.04330779,50.37781529,20.15216789
MF.CD206+MHCII+LPSd3.Lu#2,MF.64p6Cn206pIIp.LPS.d3.Lu.2,MF.64p6Cn206pIIp.LPS.d3.Lu,Macrophage,Lung,"CD11b+	 CD64+	 Ly6C-	 CD206+	 MHCII+",Jakubzick,none,000008530769_H04,H04,Sophie Gibbings,29,11736324,7911167,67.41,11405,20409,58.02937588,61.48880113,19.22628212
MF.CD206+MHCII+LPSd6.Lu#1,MF.64p6Cn206pIIp.LPS.d6.Lu.1,MF.64p6Cn206pIIp.LPS.d6.Lu,Macrophage,Lung,"CD11b+	 CD64+	 Ly6C-	 CD206+	 MHCII+",Jakubzick,none,000008530769_A05,A05,Sophie Gibbings,29,10704656,7034156,65.71,11357,22541,57.01563926,60.18582116,19.1090243
MF.CD206+MHCII+LPSd6.Lu#2,MF.64p6Cn206pIIp.LPS.d6.Lu.2,MF.64p6Cn206pIIp.LPS.d6.Lu,Macrophage,Lung,"CD11b+	 CD64+	 Ly6C-	 CD206+	 MHCII+",Jakubzick,none,000008530769_B05,B05,Sophie Gibbings,29,14931855,9771829,65.44,12671,26371,59.46617639,62.58215135,18.37405684
MF.CD206-MHCII+LPSd3.Lu#1,MF.64p6Cn206nIIp.LPS.d3.Lu.1,MF.64p6Cn206nIIp.LPS.d3.Lu,Macrophage,Lung,"CD11b+	 CD64+	 Ly6C-	 CD206-	 MHCII+",Jakubzick,none,000008530769_E05,E05,Sophie Gibbings,29,12452813,8207673,65.91,11570,22503,58.09723308,61.52435607,19.09368348
MF.CD206-MHCII+LPSd3.Lu#2,MF.64p6Cn206nIIp.LPS.d3.Lu.2,MF.64p6Cn206nIIp.LPS.d3.Lu,Macrophage,Lung,"CD11b+	 CD64+	 Ly6C-	 CD206-	 MHCII+",Jakubzick,none,000008530769_F05,F05,Sophie Gibbings,29,13408364,8851458,66.01,11384,19827,58.21866911,61.89053359,19.44292867
MF.CD206-MHCII+LPSd6.Lu#1,MF.64p6Cn206nIIp.LPS.d6.Lu.1,MF.64p6Cn206nIIp.LPS.d6.Lu,Macrophage,Lung,"CD11b+	 CD64+	 Ly6C-	 CD206-	 MHCII+",Jakubzick,none,000008530769_G05,G05,Sophie Gibbings,29,15963185,10543739,66.05,12290,23256,61.14164651,64.76218457,18.21101857
MF.CD206-MHCII+LPSd6.Lu#2,MF.64p6Cn206nIIp.LPS.d6.Lu.2,MF.64p6Cn206nIIp.LPS.d6.Lu,Macrophage,Lung,"CD11b+	 CD64+	 Ly6C-	 CD206-	 MHCII+",Jakubzick,none,000008530769_H05,H05,Sophie Gibbings,29,14149242,9627713,68.04,12156,21689,61.00803246,64.85038759,18.55390332
MF.CD206-MHCII+.Lu#1,MF.64p6Cn206nIIp.Lu.1,MF.64p6Cn206nIIp.Lu,Macrophage,Lung,"CD11b+	 CD64+	 Ly6C-	 CD206-	 MHCII+",Jakubzick,none,000008530769_C05,C05,Sophie Gibbings,29,16579053,11122803,67.09,12461,21990,62.51129989,66.11287497,17.79677731
MF.CD206-MHCII+.Lu#2,MF.64p6Cn206nIIp.Lu.2,MF.64p6Cn206nIIp.Lu,Macrophage,Lung,"CD11b+	 CD64+	 Ly6C-	 CD206-	 MHCII+",Jakubzick,none,000008530769_D05,D05,Sophie Gibbings,29,8576691,5646868,65.84,10950,19275,56.04350834,58.86597605,19.09983396
MF.F4/80+ICAM2+.PC#1,MF.PC.17,MF.PC,Macrophage,Peritoneal Cavity,"F4/80+	 ICAM2+",Jakubzick,none,000008530769_A06,A06,Sophie Gibbings,29,12787695,7974784,62.36,10916,19098,58.09505607,61.79782257,19.88865874
MF.F4/80+ICAM2+.PC#2,MF.PC.18,MF.PC,Macrophage,Peritoneal Cavity,"F4/80+	 ICAM2+",Jakubzick,none,000008530769_B06,B06,Sophie Gibbings,29,12096606,7652140,63.26,10900,18644,57.49898828,61.07303137,19.83769626
MF.CD11b+LPSd3.BAL#1,MF.SSChipSigFn.LPS.d3.BAL.1,MF.SSChipSigFn.LPS.d3.BAL,Macrophage,Lung,"SSChi	 F4/80+	 CD11b+	 Siglec F-",Jakubzick,none,000008530769_C02,C02,Sophie Gibbings,29,14597944,9206964,63.07,10863,19121,59.18026121,62.9357191,19.56626133
MF.CD11b+LPSd3.BAL#2,MF.SSChipSigFn.LPS.d3.BAL.2,MF.SSChipSigFn.LPS.d3.BAL,Macrophage,Lung,"SSChi	 F4/80+	 CD11b+	 Siglec F-",Jakubzick,none,000008530769_D02,D02,Sophie Gibbings,29,9306937,5767700,61.97,9849,16685,54.03460512,56.38187505,20.434866
MF.CD11b+LPSd6.BAL#1,MF.SSChipSigFn.LPS.d6.BAL.1,MF.SSChipSigFn.LPS.d6.BAL,Macrophage,Lung,"SSChi	 F4/80+	 CD11b+	 Siglec F-",Jakubzick,none,000008530769_E02,E02,Sophie Gibbings,29,12757479,8335833,65.34,11195,19476,61.18205713,64.98824815,18.35467226
MF.CD11b+LPSd6.BAL#2,MF.SSChipSigFn.LPS.d6.BAL.2,MF.SSChipSigFn.LPS.d6.BAL,Macrophage,Lung,"SSChi	 F4/80+	 CD11b+	 Siglec F-",Jakubzick,none,000008530769_F02,F02,Sophie Gibbings,29,13573701,8838363,65.11,11462,22458,61.23994276,65.1856237,18.48516132
Mo.Ly6C+LPSd3.Lu#1,Mo.64p6CpIIp.LPS.d3.Lu.1,Mo.64p6CpIIp.LPS.d3.Lu,Monocyte,Lung,"CD11b+	CD64+	 Ly6C+	 MHCII+",Jakubzick,none,000008530769_C03,C03,Sophie Gibbings,29,14572286,9540509,65.47,11281,19765,60.2853544,64.23916661,19.25295857
Mo.Ly6C+LPSd3.Lu#2,Mo.64p6CpIIp.LPS.d3.Lu.2,Mo.64p6CpIIp.LPS.d3.Lu,Monocyte,Lung,"CD11b+	CD64+	 Ly6C+	 MHCII+",Jakubzick,none,000008530769_D03,D03,Sophie Gibbings,29,9999481,6232171,62.32,10303,18329,56.1042867,59.61541932,20.1994355
Mo.Ly6C+LPSd6.Lu#1,Mo.64p6CpIIp.LPS.d6.Lu.1,Mo.64p6CpIIp.LPS.d6.Lu,Monocyte,Lung,"CD11b+	CD64+	 Ly6C+	 MHCII+",Jakubzick,none,000008530769_E03,E03,Sophie Gibbings,29,18683254,12128965,64.92,12068,20118,63.44336842,67.67344914,18.11044549
Mo.Ly6C+LPSd6.Lu#2,Mo.64p6CpIIp.LPS.d6.Lu.2,Mo.64p6CpIIp.LPS.d6.Lu,Monocyte,Lung,"CD11b+	CD64+	 Ly6C+	 MHCII+",Jakubzick,none,000008530769_F03,F03,Sophie Gibbings,29,15590881,10301281,66.07,12595,21285,61.95773838,65.93594459,18.04269875
Mo.Ly6C+.Lu#4,Mo.6Cp.Lu.4,Mo.6Cp.Lu,Monocyte,Lung,"CD11b+	CD64+	 Ly6C+	 MHCII+",Jakubzick,none,000008530769_A03,A03,Sophie Gibbings,29,14494695,7653507,52.8,11477,20455,58.7671582,62.32440465,19.50143292
Mo.Ly6C+.Lu#5,Mo.6Cp.Lu.5,Mo.6Cp.Lu,Monocyte,Lung,"CD11b+	CD64+	 Ly6C+	 MHCII+",Jakubzick,none,000008530769_B03,B03,Sophie Gibbings,29,15270942,9677604,63.37,12458,23651,60.83441922,64.60968283,18.69670806
Mo.Ly6C+LPSd3.BAL#1,Mo.SSClop6Cp.LPS.d3.BAL.1,Mo.SSClop6Cp.LPS.d3.BAL,Monocyte,Lung,"SSClo	 F4/80+	 CD11b+	 Ly6C+",Jakubzick,none,000008530769_G02,G02,Sophie Gibbings,29,18023839,11860028,65.8,11700,20399,63.56960422,68.03240401,18.4944063
Mo.Ly6C+LPSd3.BAL#2,Mo.SSClop6Cp.LPS.d3.BAL.2,Mo.SSClop6Cp.LPS.d3.BAL,Monocyte,Lung,"SSClo	 F4/80+	 CD11b+	 Ly6C+",Jakubzick,none,000008530769_H02,H02,Sophie Gibbings,29,13529084,8954232,66.19,11072,19553,61.73260247,66.26816618,19.33408969
MF.CCR2+.Hrt#2,MF.CCR2p64p6ClonGFPp.Ht.2,MF.CCR2p64p6ClonGFPp.Ht,Macrophage,Heart,CD45+CD64+Ly6CLMHCII+GFP+,Lavine,none,000008530569_B01,B01,Geetika Bajpai,28,22965641,13431088,58.48,13925,25313,64.6893936,69.34289636,18.24857091
MF.CCR2+.Hrt#3,MF.CCR2p64p6ClonGFPp.Ht.3,MF.CCR2p64p6ClonGFPp.Ht,Macrophage,Heart,CD45+CD64+Ly6CLMHCII+GFP+,Lavine,none,000008530569_A05,A05,Geetika Bajpai,28,11493476,7567071,65.84,13046,28970,55.27042718,57.93585224,19.41290059
MF.CCR2+.HrtinjD2#1,MF.CCR2p64p6ClonGFPp.inj.d2.Ht.1,MF.CCR2p64p6ClonGFPp.inj.d2.Ht,Macrophage,Heart,CD45+CD64+Ly6CLMHCII+GFP+,Lavine,none,000008530569_A02,A02,Geetika Bajpai,28,11318376,7323456,64.7,11035,18960,60.18244517,64.80950746,20.17298753
MF.CCR2+.HrtinjD2#2,MF.CCR2p64p6ClonGFPp.inj.d2.Ht.2,MF.CCR2p64p6ClonGFPp.inj.d2.Ht,Macrophage,Heart,CD45+CD64+Ly6CLMHCII+GFP+,Lavine,none,000008530569_B02,B02,Geetika Bajpai,28,18393814,12552436,68.24,12553,22358,63.33159754,67.5688994,18.76671228
MF.CCR2+.HrtinjD2#3,MF.CCR2p64p6ClonGFPp.inj.d2.Ht.3,MF.CCR2p64p6ClonGFPp.inj.d2.Ht,Macrophage,Heart,CD45+CD64+Ly6CLMHCII+GFP+,Lavine,none,000008530569_C02,C02,Geetika Bajpai,28,13278904,8976564,67.6,11715,21446,61.57605037,66.21399846,19.35547933
MF.CCR2+.HrtinjD2#4,MF.CCR2p64p6ClonGFPp.inj.d2.Ht.4,MF.CCR2p64p6ClonGFPp.inj.d2.Ht,Macrophage,Heart,CD45+CD64+Ly6CLMHCII+GFP+,Lavine,none,000008530569_D02,D02,Geetika Bajpai,28,12265279,8289200,67.58,11540,21052,61.68979549,65.84464005,18.97849809
MF.CCR2+.HrtinjD4#1,MF.CCR2p64p6ClonGFPp.inj.d4.Ht.1,MF.CCR2p64p6ClonGFPp.inj.d4.Ht,Macrophage,Heart,CD45+CD64+Ly6CLMHCII+GFP+,Lavine,none,000008530569_G03,G03,Geetika Bajpai,28,18236187,12302025,67.46,12515,26542,63.17725047,67.45019002,18.64473452
MF.CCR2+.HrtinjD4#2,MF.CCR2p64p6ClonGFPp.inj.d4.Ht.2,MF.CCR2p64p6ClonGFPp.inj.d4.Ht,Macrophage,Heart,CD45+CD64+Ly6CLMHCII+GFP+,Lavine,none,000008530569_H03,H03,Geetika Bajpai,28,14272182,9540823,66.85,11408,22773,61.78915984,66.14221965,19.3316043
MF.CCR2+.HrtinjD4#3,MF.CCR2p64p6ClonGFPp.inj.d4.Ht.3,MF.CCR2p64p6ClonGFPp.inj.d4.Ht,Macrophage,Heart,CD45+CD64+Ly6CLMHCII+GFP+,Lavine,none,000008530569_B05,B05,Geetika Bajpai,28,17206255,11635706,67.62,11649,21118,63.72304571,68.80086049,18.9989178
MF.CCR2-Flt3-.Hrt#1,MF.CCR2nFlt3n64p6ClonGFPntdTomaton.Ht.1,MF.CCR2nFlt3n64p6ClonGFPntdTomaton.Ht,Macrophage,Heart,CD45+CD64+Ly6CLGFP-tdTomato-,Lavine,none,000008530569_C01,C01,Geetika Bajpai,28,18891485,12262811,64.91,15314,29082,60.46267209,63.72340381,17.73621594
MF.CCR2-Flt3-.Hrt#2,MF.CCR2nFlt3n64p6ClonGFPntdTomaton.Ht.2,MF.CCR2nFlt3n64p6ClonGFPntdTomaton.Ht,Macrophage,Heart,CD45+CD64+Ly6CLGFP-tdTomato-,Lavine,none,000008530569_D01,D01,Geetika Bajpai,28,12771710,8266828,64.73,13249,25800,58.60271887,61.69122697,18.80985397
MF.CCR2-Flt3-.Hrt#3,MF.CCR2nFlt3n64p6ClonGFPntdTomaton.Ht.3,MF.CCR2nFlt3n64p6ClonGFPntdTomaton.Ht,Macrophage,Heart,CD45+CD64+Ly6CLGFP-tdTomato-,Lavine,none,000008530569_E04,E04,Geetika Bajpai,28,11901710,7830008,65.79,12634,22192,59.16252712,62.88571733,18.8371905
MF.CCR2-Flt3-.Hrt#4,MF.CCR2nFlt3n64p6ClonGFPntdTomaton.Ht.4,MF.CCR2nFlt3n64p6ClonGFPntdTomaton.Ht,Macrophage,Heart,CD45+CD64+Ly6CLGFP-tdTomato-,Lavine,none,000008530569_F04,F04,Geetika Bajpai,28,12699750,8657025,68.17,12771,21392,61.61782031,65.46483638,18.03817969
MF.CCR2-Flt3-.HrtinjD2#1,MF.CCR2nFlt3n64p6ClonGFPntdTomaton.inj.d2.Ht.1,MF.CCR2nFlt3n64p6ClonGFPntdTomaton.inj.d2.Ht,Macrophage,Heart,CD45+CD64+Ly6CLGFP-tdTomato-,Lavine,none,000008530569_E02,E02,Geetika Bajpai,28,16996070,11658169,68.59,13799,22378,64.61098266,68.81575184,17.37516001
MF.CCR2-Flt3-.HrtinjD2#2,MF.CCR2nFlt3n64p6ClonGFPntdTomaton.inj.d2.Ht.2,MF.CCR2nFlt3n64p6ClonGFPntdTomaton.inj.d2.Ht,Macrophage,Heart,CD45+CD64+Ly6CLGFP-tdTomato-,Lavine,none,000008530569_F02,F02,Geetika Bajpai,28,18384391,12788837,69.56,13616,21548,66.78439862,71.18430023,17.27854649
MF.CCR2-Flt3-.HrtinjD2#3,MF.CCR2nFlt3n64p6ClonGFPntdTomaton.inj.d2.Ht.3,MF.CCR2nFlt3n64p6ClonGFPntdTomaton.inj.d2.Ht,Macrophage,Heart,CD45+CD64+Ly6CLGFP-tdTomato-,Lavine,none,000008530569_G02,G02,Geetika Bajpai,28,19049784,12975543,68.11,13874,23630,65.96921816,70.22782679,17.20760922
MF.CCR2-Flt3-.HrtinjD2#4,MF.CCR2nFlt3n64p6ClonGFPntdTomaton.inj.d2.Ht.4,MF.CCR2nFlt3n64p6ClonGFPntdTomaton.inj.d2.Ht,Macrophage,Heart,CD45+CD64+Ly6CLGFP-tdTomato-,Lavine,none,000008530569_H02,H02,Geetika Bajpai,28,16943229,11447893,67.57,13361,22007,65.06990287,69.22700598,17.45547649
